component,spcd,n,sigma,rmse,sd_pe_pct,fi
TT_WDBK_DW_ADJ,241,127,3.27089950046058,35.6492263390121,15.3893832581174,0.9746305221934
TT_WDBK_DW_ADJ,242,1,inf,192.094920973045,,-inf
TT_WDBK_DW_ADJ,261,232,9.60100937658303,174.905104431561,16.9364755770692,0.970714310177385
TT_WDBK_DW_ADJ,263,85,18.7242724139144,361.670367411128,21.8462604246711,0.963144430150363
TT_WDBK_DW_ADJ,264,6,13.4028474928313,257.309371092281,9.60330179279618,0.985477161092818
TT_WDBK_DW_ADJ,313,50,2.00389559477892,17.3863054449648,16.2366372579667,0.994565814549971
TT_WDBK_DW_ADJ,314,4,56.8837583641454,1192.65558379758,50.8304382513455,0.908190624533182
TT_WDBK_DW_ADJ,315,1,inf,13.9046445353772,,-inf
TT_WDBK_DW_ADJ,316,468,7.86585171269437,100.826583545766,21.5060561356921,0.986309725151504
TT_WDBK_DW_ADJ,317,53,12.6765446461583,179.961876266586,20.270499078933,0.946796912390804
TT_WDBK_DW_ADJ,318,231,15.7157966536333,342.450595269952,16.1247740468988,0.970435606237215
TT_WDBK_DW_ADJ,320,2,1.91726588217844,3.86286813300902,11.9781790743013,0.990070207137824
